id,name,country_code,country,hand,age,url,date_accessed
14734,KRALIK Andrej,SVK,SLOVAKIA,Right,30,https://fie.org/athletes/14734,2021-05-12 21:32:02
39309,PERSSON Sebastian,SWE,SWEDEN,Right,22,https://fie.org/athletes/39309,2021-05-12 21:32:10
31120,TETERIS Lukas,LAT,LATVIA,Left,25,https://fie.org/athletes/31120,2021-05-12 21:32:12
47500,CHANDRAN Nalin,AUS,AUSTRALIA,Right,18,https://fie.org/athletes/47500,2021-05-12 21:32:19
31122,BLUMENTALS Renars,LAT,LATVIA,Right,24,https://fie.org/athletes/31122,2021-05-12 21:32:22
39318,SILVA Alejandro,ESP,SPAIN,Right,22,https://fie.org/athletes/39318,2021-05-12 21:32:25
39319,SANTIAGO Alvaro,ESP,SPAIN,Right,23,https://fie.org/athletes/39319,2021-05-12 21:32:28
31130,OZTASKIN Arda,TUR,TURKEY,Right,24,https://fie.org/athletes/31130,2021-05-12 21:32:31
39323,CASTIGLIONI Alberto,ITA,ITALY,Left,23,https://fie.org/athletes/39323,2021-05-12 21:32:34
39325,BROCCA Giovanni,ITA,ITALY,Right,22,https://fie.org/athletes/39325,2021-05-12 21:32:36
31134,ZLYY Vladyslav,UKR,UKRAINE,Right,25,https://fie.org/athletes/31134,2021-05-12 21:32:39
47519,TANOH Koffi Jean Claude,CIV,COTE D'IVOIRE,Right,24,https://fie.org/athletes/47519,2021-05-12 21:32:42
47520,FRANZINI MARCH Luis Pablo,URU,URUGUAY,Right,28,https://fie.org/athletes/47520,2021-05-12 21:32:44
31139,SCHOPPA Dominik,GER,GERMANY,Left,25,https://fie.org/athletes/31139,2021-05-12 21:32:47
39331,INAL Yusufcan,TUR,TURKEY,Right,19,https://fie.org/athletes/39331,2021-05-12 21:32:50
39333,UGUR Dogu Deniz,TUR,TURKEY,Right,21,https://fie.org/athletes/39333,2021-05-12 21:32:53
39334,KARAMANOGLU Berkay Efe,TUR,TURKEY,Right,21,https://fie.org/athletes/39334,2021-05-12 21:32:55
47525,TEO Zhe Bin,MAS,MALAYSIA,Right,26,https://fie.org/athletes/47525,2021-05-12 21:32:58
47530,BHATT Mahesh Prasad,NEP,NEPAL,Right,30,https://fie.org/athletes/47530,2021-05-12 21:33:01
47532,AIRY Sher Singh,NEP,NEPAL,Right,31,https://fie.org/athletes/47532,2021-05-12 21:33:04
47533,KHADKA Rajan Raj,NEP,NEPAL,Right,34,https://fie.org/athletes/47533,2021-05-12 21:33:07
39345,HULL James,AUS,AUSTRALIA,Right,23,https://fie.org/athletes/39345,2021-05-12 21:33:09
22963,TOLDO Guilherme,BRA,BRAZIL,Left,28,https://fie.org/athletes/22963,2021-05-12 21:33:12
22964,PARRA  COLLAZOS Fabian Andres,COL,COLOMBIA,Right,28,https://fie.org/athletes/22964,2021-05-12 21:33:15
31158,ZAKHARIKOV Anton,RUS,RUSSIA,Right,26,https://fie.org/athletes/31158,2021-05-12 21:33:17
31159,BAKIROV Marat,RUS,RUSSIA,Right,25,https://fie.org/athletes/31159,2021-05-12 21:33:20
31160,MATVEEV Andrey,RUS,RUSSIA,Right,24,https://fie.org/athletes/31160,2021-05-12 21:33:22
39357,LEHNER Kilian,AUT,AUSTRIA,Right,20,https://fie.org/athletes/39357,2021-05-12 21:33:25
31167,RAEKER Hans Martin,GER,GERMANY,Right,56,https://fie.org/athletes/31167,2021-05-12 21:33:28
6591,HAMBARZUMIAN Heik,USA,USA,Right,72,https://fie.org/athletes/6591,2021-05-12 21:33:31
31170,ZARETTSKY Adam,ISR,ISRAEL,Right,25,https://fie.org/athletes/31170,2021-05-12 21:33:34
39363,STIPKOVITS Philip,AUT,AUSTRIA,Right,22,https://fie.org/athletes/39363,2021-05-12 21:33:36
31175,GULER Baris,TUR,TURKEY,Right,25,https://fie.org/athletes/31175,2021-05-12 21:33:39
31180,FYNBOE Emil Jensen,DEN,DENMARK,Right,27,https://fie.org/athletes/31180,2021-05-12 21:33:42
39374,IANDOLO Francesco Pio,ITA,ITALY,Left,20,https://fie.org/athletes/39374,2021-05-12 21:33:45
31183,PAIVA Arturo,PAR,PARAGUAY,Right,26,https://fie.org/athletes/31183,2021-05-12 21:33:48
39375,PILLI Enrico,ITA,ITALY,Right,21,https://fie.org/athletes/39375,2021-05-12 21:33:51
22994,SUN Bin,CHN,CHINA,Right,28,https://fie.org/athletes/22994,2021-05-12 21:33:54
31189,VELAUTHAM Vinoth Kumar,IND,INDIA,Right,30,https://fie.org/athletes/31189,2021-05-12 21:33:56
31192,PHAM Quoc Tai,VIE,VIETNAM,Right,29,https://fie.org/athletes/31192,2021-05-12 21:33:59
31194,LOK Kai Wang,MAC,"MACAO, CHINA",Right,31,https://fie.org/athletes/31194,2021-05-12 21:34:02
31195,CAPON Simon,AUS,AUSTRALIA,Right,27,https://fie.org/athletes/31195,2021-05-12 21:34:05
39391,BROSZUS Blake,CAN,CANADA,Left,20,https://fie.org/athletes/39391,2021-05-12 21:34:08
23013,IMBODEN Race,USA,USA,Left,28,https://fie.org/athletes/23013,2021-05-12 21:34:11
47594,DE SILVA Sameera,LK,LK,Right,27,https://fie.org/athletes/47594,2021-05-12 21:34:14
39407,MARKS Gareth,CAN,CANADA,Right,21,https://fie.org/athletes/39407,2021-05-12 21:34:17
47600,PHON Chheang Horng,CAM,CAMBODIA,Right,18,https://fie.org/athletes/47600,2021-05-12 21:34:20
39409,HAY Gavin,CAN,CANADA,Left,20,https://fie.org/athletes/39409,2021-05-12 21:34:22
39414,VIPRITCHIH Pavel,MDA,MOLDOVA,Right,22,https://fie.org/athletes/39414,2021-05-12 21:34:25
39419,FOURNIER Paul,FRA,FRANCE,Right,23,https://fie.org/athletes/39419,2021-05-12 21:34:28
14844,PRYMACK Anthony,CAN,CANADA,Right,31,https://fie.org/athletes/14844,2021-05-12 21:34:31
47614,MIA Rubel,BD,BD,Left,29,https://fie.org/athletes/47614,2021-05-12 21:34:34
39425,SARAGOV Nichita,MDA,MOLDOVA,Left,23,https://fie.org/athletes/39425,2021-05-12 21:34:36
47618,RAHMAN Md Mominur,BD,BD,Right,26,https://fie.org/athletes/47618,2021-05-12 21:34:39
31241,MATSUO Yuki,JPN,JAPAN,Right,31,https://fie.org/athletes/31241,2021-05-12 21:34:42
